ZP Download Data,,,,,,,,
2025/8/23 11:12,,,,,,,,
C:\Users\aoit0\OneDrive\デスクトップ\BWSC2025ZPデータ\ZP_Datayosen.csv,,,,,,,,
データ記録=,5秒間隔,,,,,,,
データ数=,1365,,,,,,,
No,Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],
585,0,0.2,100.3,0,20.1,0,0,
586,0,0.22,100.3,0,22.1,0,0,
587,0,0.23,100.3,0,23.1,0,0,
588,0,0.23,100.3,0,23.1,0,0,
589,0,0.23,100.3,0,23.1,0,0,
590,0,0.23,100.3,0,23.1,0,0,
591,0,0.23,100.3,0,23.1,0,0,
592,0,0.22,100.3,0,22.1,0,0,
593,0,0.22,100.3,0,22.1,0,0,
594,0,0.23,100.3,0,23.1,0,0,
595,0,0.23,100.3,0,23.1,0,0,
596,0,0.23,100.3,0,23.1,0,0,
597,0,0.23,100.3,0,23.1,0,0,
598,0,0.23,100.3,0,23.1,0,0,
599,0,0.23,100.3,0,23.1,0,0,
600,0,0.22,100.3,0,22.1,0,0,
601,0,0.23,100.3,0,23.1,0,0,
602,0,0.23,100.3,0,23.1,0,0,
603,0,0.23,100.3,0,23.1,0,0,
604,0,0.23,100.3,0,23.1,0,0,
605,0,0.22,100.3,0,22.1,0,0,
606,0,0.23,100.3,0,23.1,0,0,
607,0,0.23,100.3,0,23.1,0,0,
608,0,0.22,100.3,0,22.1,0,0,
609,0,0.23,100.3,0,23.1,0,0,
610,0,0.23,100.3,0,23.1,0,0,
611,0,0.23,100.3,0,23.1,0,0,
612,0,0.2,100.3,0,20.1,0,0,
613,0,0.2,100.3,0,20.1,0,0,
614,0,0.2,100.3,0,20.1,0,0,
615,0,0.2,100.3,0,20.1,0,0,
616,0,0.2,100.3,0,20.1,0,0,
617,0,0.2,100.3,0,20.1,0,0,
618,0,0.2,100.3,0,20.1,0,0,
619,0,0.2,100.3,0,20.1,0,0,
620,0,0.2,100.3,0,20.1,0,0,
621,0,0.2,100.3,0,20.1,0,2,
622,0,0.2,100.3,0,20.1,0,3,
623,0,0.2,100.3,0,20.1,0,4,
624,0,0.2,100.3,0,20.1,0,4,
625,0,0.2,100.3,0,20.1,0,4,
626,0,0.2,100.3,0,20.1,0,4,
627,0,0.2,100.3,0,20.1,0,4,
628,0,0.2,100.3,0,20.1,0,5,
629,0,0.2,100.3,0,20.1,0,5,
630,0,0.2,100.3,0,20.1,0,4,
631,0,0.2,100.3,0,20.1,0,5,
632,0,0.2,100.3,0,20.1,0,5,
633,0,0.2,100.3,0,20.1,0,4,
634,0,0.2,100.3,0,20.1,0,4,
635,0,0.2,100.3,0,20.1,0,4,
636,0,0.2,100.3,0,20.1,0,4,
637,0,0.2,100.3,0,20.1,0,4,
638,0,0.2,100.3,0,20.1,0,4,
639,0,0.2,100.3,0,20.1,0,3,
640,0,0.21,100.3,0,21.1,0,3,
641,0,0.2,100.3,0,20.1,0,4,
642,0,0.2,100.3,0,20.1,0,4,
643,0,0.2,100.3,0,20.1,0,4,
644,0,0.2,100.3,0,20.1,0,3,
645,0,0.2,100.3,0,20.1,0,3,
646,0,0.2,100.3,0,20.1,0,0,
647,0,0.2,100.3,0,20.1,0,0,
648,0,0.2,100.3,0,20.1,0,0,
649,0,0.23,100.3,0,23.1,0,0,
650,0,1.57,100,0,157,0,3,
651,0,0.94,100.1,0,94.1,0,7,
652,0,0.42,100.2,0,42.1,0,8,
653,0,0.31,100.2,0,31.1,0,8,
654,0,0.31,100.3,0,31.1,0,8,
655,0,0.3,100.3,0,30.1,0,7,
656,0,0.29,100.3,0,29.1,0,7,
657,0,0.28,100.3,0,28.1,0,6,
658,0,0.29,100.3,0,29.1,0,6,
659,0,0.29,100.3,0,29.1,0,6,
660,0,0.29,100.3,0,29.1,0,5,
661,0,0.3,100.3,0,30.1,0,5,
662,0,0.29,100.3,0,29.1,0,5,
663,0,0.3,100.3,0,30.1,0,5,
664,0,0.3,100.2,0,30.1,0,4,
665,0,0.29,100.2,0,29.1,0,4,
666,0,0.28,100.2,0,28.1,0,4,
667,0,0.29,100.3,0,29.1,0,4,
668,0,0.29,100.2,0,29.1,0,4,
669,0,1.01,100.1,0,101.1,0,5,
670,0,0.31,100.3,0,31.1,0,6,
671,0,0.3,100.3,0,30.1,0,5,
672,0,0.22,100.3,0,22.1,0,5,
673,0,0.23,100.3,0,23.1,0,4,
674,0,0.23,100.3,0,23.1,0,4,
675,0,0.23,100.3,0,23.1,0,3,
676,0,0.22,100.3,0,22.1,0,0,
677,0,0.23,100.3,0,23.1,0,0,
678,0,0.23,100.3,0,23.1,0,0,
679,0,0.23,100.3,0,23.1,0,0,
680,0,0.22,100.3,0,22.1,0,0,
681,0,0.23,100.3,0,23.1,0,0,
682,0,0.23,100.3,0,23.1,0,0,
683,0,0.23,100.3,0,23.1,0,0,
684,0,0.22,100.3,0,22.1,0,0,
685,0,0.23,100.3,0,23.1,0,0,
686,0,0.23,100.3,0,23.1,0,0,
687,0,0.22,100.3,0,22.1,0,0,
688,0,0.23,100.3,0,23.1,0,0,
689,0,0.23,100.3,0,23.1,0,0,
690,0,0.23,100.3,0,23.1,0,0,
691,0,0.22,100.3,0,22.1,0,0,
692,0,0.23,100.3,0,23.1,0,0,
693,0,0.23,100.3,0,23.1,0,0,
694,0,0.23,100.3,0,23.1,0,0,
695,0,0.23,100.3,0,23.1,0,0,
696,0,0.23,100.3,0,23.1,0,0,
697,0,0.23,100.3,0,23.1,0,0,
698,0,0.23,100.3,0,23.1,0,0,
699,0,1.13,100.1,0,113.1,0,0,
700,0,1.07,100.1,0,107.1,0,2,
701,0,0.23,100.3,0,23.1,0,3,
702,0,0.23,100.2,0,23,0,0,
703,0,0.22,100.2,0,22,0,0,
704,0,0.27,100.2,0,27.1,0,0,
705,0,0.23,100.3,0,23.1,0,0,
706,0,0.22,100.2,0,22,0,0,
707,0,0.23,100.3,0,23.1,0,0,
708,0,0.23,100.3,0,23.1,0,0,
709,0,0.22,100.3,0,22.1,0,0,
710,0,0.22,100.2,0,22,0,0,
711,0,0.23,100.3,0,23.1,0,0,
712,0,0.22,100.3,0,22.1,0,0,
713,0,0.23,100.3,0,23.1,0,0,
714,0,0.23,100.3,0,23.1,0,0,
715,0,0.23,100.2,0,23,0,0,
716,0,0.22,100.3,0,22.1,0,0,
717,0,0.23,100.3,0,23.1,0,0,
718,0,0.23,100.3,0,23.1,0,0,
719,0,0.23,100.3,0,23.1,0,0,
720,0,0.22,100.3,0,22.1,0,0,
721,0,0.23,100.3,0,23.1,0,0,
722,0,0.23,100.3,0,23.1,0,0,
723,0,0.22,100.3,0,22.1,0,0,
724,0,0.22,100.3,0,22.1,0,0,
725,0,0.23,100.3,0,23.1,0,0,
726,0,0.23,100.3,0,23.1,0,0,
727,0,0.23,100.3,0,23.1,0,0,
728,0,0.22,100.3,0,22.1,0,0,
729,0,0.23,100.3,0,23.1,0,0,
730,0,0.23,100.3,0,23.1,0,0,
731,0,0.23,100.3,0,23.1,0,0,
732,0,0.23,100.3,0,23.1,0,0,
733,0,0.23,100.2,0,23,0,0,
734,0,0.22,100.3,0,22.1,0,0,
735,0,0.23,100.3,0,23.1,0,0,
736,0,0.22,100.3,0,22.1,0,0,
737,0,1.25,100,0,125,0,0,
738,0,0.22,100.3,0,22.1,0,0,
739,0,0.23,100.3,0,23.1,0,0,
740,0,0.23,100.2,0,23,0,0,
741,0,0.23,100.2,0,23,0,0,
742,0,0.22,100.3,0,22.1,0,0,
743,0,0.23,100.2,0,23,0,0,
744,0,0.22,100.2,0,22,0,0,
745,0,0.22,100.3,0,22.1,0,0,
746,0,0.23,100.2,0,23,0,0,
747,0,0.23,100.3,0,23.1,0,0,
748,0,0.23,100.3,0,23.1,0,0,
749,0,0.23,100.2,0,23,0,0,
750,0,0.22,100.3,0,22.1,0,0,
751,0,0.23,100.3,0,23.1,0,0,
752,0,0.22,100.2,0,22,0,0,
753,0,0.22,100.2,0,22,0,0,
754,0,0.23,100.3,0,23.1,0,0,
755,0,0.23,100.3,0,23.1,0,0,
756,0,0.22,100.3,0,22.1,0,0,
757,0,0.22,100.2,0,22,0,0,
758,0,0.23,100.3,0,23.1,0,0,
759,0,0.22,100.3,0,22.1,0,0,
760,0,0.23,100.3,0,23.1,0,0,
761,0,0.23,100.2,0,23,0,0,
762,0,0.22,100.3,0,22.1,0,0,
763,0,0.23,100.3,0,23.1,0,0,
764,0,0.22,100.2,0,22,0,0,
765,0,0.22,100.2,0,22,0,0,
766,0,0.23,100.3,0,23.1,0,0,
767,0,0.23,100.3,0,23.1,0,0,
768,0,0.23,100.3,0,23.1,0,0,
769,0,0.22,100.3,0,22.1,0,0,
770,0,0.23,100.3,0,23.1,0,0,
771,0,0.22,100.3,0,22.1,0,0,
772,0,0.22,100.3,0,22.1,0,0,
773,0,0.23,100.3,0,23.1,0,0,
774,0,0.23,100.3,0,23.1,0,0,
775,0,0.2,100.3,0,20.1,0,0,
776,0,0.2,100.3,0,20.1,0,0,
777,0,0.2,100.3,0,20.1,0,0,
778,0,0.2,100.3,0,20.1,0,0,
779,0,0.2,100.3,0,20.1,0,0,
780,0,0.2,100.3,0,20.1,0,0,
781,0,0.2,100.3,0,20.1,0,0,
782,0,0.2,100.3,0,20.1,0,0,
783,0,0.2,100.3,0,20.1,0,0,
784,0,0.2,100.3,0,20.1,0,0,
785,0,0.2,100.3,0,20.1,0,0,
786,0,0.2,100.3,0,20.1,0,0,
787,0,0.2,100.3,0,20.1,0,0,
788,0,0.2,100.3,0,20.1,0,0,
789,0,0.2,100.3,0,20.1,0,0,
790,0,0.2,100.2,0,20,0,0,
791,0,0.2,100.3,0,20.1,0,0,
792,0,0.2,100.3,0,20.1,0,0,
793,0,0.2,100.3,0,20.1,0,0,
794,0,0.2,100.3,0,20.1,0,0,
795,0,0.2,100.3,0,20.1,0,0,
796,0,0.2,100.3,0,20.1,0,0,
797,0,0.2,100.3,0,20.1,0,0,
798,0,0.2,100.3,0,20.1,0,0,
799,0,0.2,100.3,0,20.1,0,0,
800,0,0.2,100.3,0,20.1,0,0,
801,0,0.2,100.3,0,20.1,0,0,
802,0,0.2,100.3,0,20.1,0,0,
803,0,0.2,100.3,0,20.1,0,0,
804,0,0.2,100.3,0,20.1,0,0,
805,0,0.2,100.3,0,20.1,0,0,
806,0,0.2,100.3,0,20.1,0,0,
807,0,0.2,100.3,0,20.1,0,0,
808,0,0.2,100.3,0,20.1,0,0,
809,0,0.2,100.3,0,20.1,0,0,
810,0,0.2,100.3,0,20.1,0,0,
811,0,0.2,100.3,0,20.1,0,0,
812,0,0.2,100.3,0,20.1,0,0,
813,0,0.2,100.3,0,20.1,0,0,
814,0,0.2,100.3,0,20.1,0,0,
815,0,0.2,100.3,0,20.1,0,0,
816,0,0.2,100.3,0,20.1,0,0,
817,0,0.2,100.3,0,20.1,0,0,
818,0,0.2,100.3,0,20.1,0,0,
819,0,0.2,100.3,0,20.1,0,0,
820,0,0.2,100.3,0,20.1,0,0,
821,0,0.2,100.3,0,20.1,0,0,
822,0,0.2,100.3,0,20.1,0,0,
823,0,0.2,100.3,0,20.1,0,0,
824,0,0.2,100.3,0,20.1,0,0,
825,0,0.2,100.3,0,20.1,0,0,
826,0,0.2,100.3,0,20.1,0,0,
827,0,0.2,100.3,0,20.1,0,0,
828,0,0.2,100.3,0,20.1,0,0,
829,0,0.2,100.2,0,20,0,0,
830,0,0.2,100.3,0,20.1,0,0,
831,0,0.2,100.3,0,20.1,0,0,
832,0,0.2,100.3,0,20.1,0,0,
833,0,0.2,100.3,0,20.1,0,0,
834,0,0.2,100.2,0,20,0,0,
835,0,0.2,100.3,0,20.1,0,0,
836,0,0.2,100.2,0,20,0,0,
837,0,0.2,100.3,0,20.1,0,0,
838,0,0.2,100.3,0,20.1,0,0,
839,0,0.2,100.3,0,20.1,0,0,
840,0,0.2,100.2,0,20,0,0,
841,0,0.2,100.3,0,20.1,0,0,
842,0,0.2,100.3,0,20.1,0,0,
843,0,0.2,100.3,0,20.1,0,0,
844,0,0.2,100.3,0,20.1,0,0,
845,0,0.2,100.3,0,20.1,0,0,
846,0,0.2,100.3,0,20.1,0,0,
847,0,0.2,100.3,0,20.1,0,0,
848,0,0.2,100.3,0,20.1,0,0,
849,0,0.2,100.3,0,20.1,0,0,
850,0,0.2,100.3,0,20.1,0,0,
851,0,0.2,100.3,0,20.1,0,0,
852,0,0.2,100.2,0,20,0,0,
853,0,0.2,100.2,0,20,0,0,
854,0,0.2,100.3,0,20.1,0,0,
855,0,0.2,100.3,0,20.1,0,0,
856,0,0.2,100.3,0,20.1,0,0,
857,0,0.2,100.3,0,20.1,0,0,
858,0,0.2,100.3,0,20.1,0,0,
859,0,0.2,100.3,0,20.1,0,0,
860,0,0.2,100.3,0,20.1,0,0,
861,0,0.2,100.3,0,20.1,0,0,
862,0,0.2,100.3,0,20.1,0,0,
863,0,0.2,100.3,0,20.1,0,0,
864,0,0.2,100.3,0,20.1,0,0,
865,0,0.2,100.2,0,20,0,0,
866,0,0.2,100.2,0,20,0,0,
867,0,0.2,100.3,0,20.1,0,0,
868,0,0.2,100.3,0,20.1,0,0,
869,0,0.2,100.3,0,20.1,0,0,
870,0,0.2,100.3,0,20.1,0,0,
871,0,0.2,100.3,0,20.1,0,0,
872,0,0.2,100.3,0,20.1,0,0,
873,0,0.2,100.3,0,20.1,0,0,
874,0,0.2,100.3,0,20.1,0,0,
875,0,0.2,100.3,0,20.1,0,0,
876,0,0.2,100.3,0,20.1,0,0,
877,0,0.2,100.3,0,20.1,0,0,
878,0,0.2,100.3,0,20.1,0,0,
879,0,0.2,100.2,0,20,0,0,
880,0,0.2,100.3,0,20.1,0,0,
881,0,0.2,100.3,0,20.1,0,0,
882,0,0.2,100.3,0,20.1,0,0,
883,0,0.2,100.3,0,20.1,0,0,
884,0,0.2,100.3,0,20.1,0,0,
885,0,0.2,100.3,0,20.1,0,0,
886,0,0.2,100.3,0,20.1,0,0,
887,0,0.2,100.2,0,20,0,0,
888,0,0.2,100.3,0,20.1,0,0,
889,0,0.2,100.3,0,20.1,0,0,
890,0,0.2,100.3,0,20.1,0,0,
891,0,0.2,100.3,0,20.1,0,0,
892,0,0.2,100.3,0,20.1,0,0,
893,0,0.2,100.3,0,20.1,0,0,
894,0,0.2,100.3,0,20.1,0,0,
895,0,0.2,100.2,0,20,0,0,
896,0,0.2,100.3,0,20.1,0,0,
897,0,0.2,100.3,0,20.1,0,0,
898,0,0.2,100.3,0,20.1,0,0,
899,0,0.2,100.3,0,20.1,0,0,
900,0,0.2,100.3,0,20.1,0,0,
901,0,0.2,100.3,0,20.1,0,0,
902,0,0.2,100.3,0,20.1,0,0,
903,0,0.2,100.3,0,20.1,0,0,
904,0,0.2,100.3,0,20.1,0,0,
905,0,0.2,100.3,0,20.1,0,0,
906,0,0.2,100.3,0,20.1,0,0,
907,0,0.2,100.3,0,20.1,0,0,
908,0,0.2,100.2,0,20,0,0,
909,0,0.2,100.3,0,20.1,0,0,
910,0,0.2,100.3,0,20.1,0,0,
911,0,0.2,100.2,0,20,0,0,
912,0,0.2,100.3,0,20.1,0,0,
913,0,0.2,100.3,0,20.1,0,0,
914,0,0.2,100.3,0,20.1,0,0,
915,0,0.2,100.3,0,20.1,0,0,
916,0,0.2,100.3,0,20.1,0,0,
917,0,0.2,100.3,0,20.1,0,0,
918,0,0.2,100.3,0,20.1,0,0,
919,0,0.2,100.2,0,20,0,0,
920,0,0.2,100.3,0,20.1,0,0,
921,0,0.2,100.3,0,20.1,0,0,
922,0,0.2,100.3,0,20.1,0,0,
923,0,0.2,100.3,0,20.1,0,0,
924,0,0.2,100.3,0,20.1,0,0,
925,0,0.2,100.2,0,20,0,0,
926,0,0.2,100.3,0,20.1,0,0,
927,0,0.2,100.3,0,20.1,0,0,
928,0,0.2,100.3,0,20.1,0,0,
929,0,0.2,100.3,0,20.1,0,0,
930,0,0.2,100.3,0,20.1,0,0,
931,0,0.2,100.3,0,20.1,0,0,
932,0,0.2,100.3,0,20.1,0,0,
933,0,0.2,100.3,0,20.1,0,0,
934,0,0.2,100.3,0,20.1,0,0,
935,0,0.2,100.3,0,20.1,0,0,
936,0,0.2,100.3,0,20.1,0,0,
937,0,0.2,100.3,0,20.1,0,0,
938,0,0.2,100.3,0,20.1,0,0,
939,0,0.2,100.2,0,20,0,0,
940,0,0.2,100.3,0,20.1,0,0,
941,0,0.2,100.3,0,20.1,0,0,
942,0,0.2,100.3,0,20.1,0,0,
943,0,0.2,100.3,0,20.1,0,0,
944,0,0.2,100.3,0,20.1,0,0,
945,0,0.2,100.3,0,20.1,0,0,
946,0,0.2,100.2,0,20,0,0,
947,0,0.2,100.3,0,20.1,0,0,
948,0,0.2,100.3,0,20.1,0,0,
949,0,0.2,100.3,0,20.1,0,0,
950,0,0.2,100.3,0,20.1,0,0,
951,0,0.2,100.3,0,20.1,0,0,
952,0,0.2,100.2,0,20,0,0,
953,0,0.2,100.3,0,20.1,0,0,
954,0,0.2,100.3,0,20.1,0,0,
955,0,0.2,100.3,0,20.1,0,0,
956,0,0.2,100.3,0,20.1,0,0,
957,0,0.2,100.3,0,20.1,0,0,
958,0,0.2,100.3,0,20.1,0,0,
959,0,0.2,100.3,0,20.1,0,0,
960,0,0.2,100.3,0,20.1,0,0,
961,0,0.2,100.3,0,20.1,0,0,
962,0,0.2,100.3,0,20.1,0,0,
963,0,0.2,100.2,0,20,0,0,
964,0,0.2,100.2,0,20,0,0,
965,0,0.2,100.2,0,20,0,0,
966,0,0.2,100.3,0,20.1,0,0,
967,0,0.2,100.3,0,20.1,0,0,
968,0,0.2,100.3,0,20.1,0,0,
969,0,0.2,100.3,0,20.1,0,0,
970,0,0.2,100.3,0,20.1,0,0,
971,0,0.2,100.3,0,20.1,0,0,
972,0,0.2,100.2,0,20,0,0,
973,0,0.2,100.2,0,20,0,0,
974,0,0.2,100.3,0,20.1,0,0,
975,0,0.2,100.3,0,20.1,0,0,
976,0,0.2,100.3,0,20.1,0,0,
977,0,0.2,100.3,0,20.1,0,0,
978,0,0.2,100.3,0,20.1,0,0,
979,0,0.2,100.2,0,20,0,0,
980,0,0.2,100.2,0,20,0,0,
981,0,0.2,100.3,0,20.1,0,0,
982,0,0.2,100.3,0,20.1,0,0,
983,0,0.2,100.3,0,20.1,0,0,
984,0,0.2,100.2,0,20,0,0,
985,0,0.2,100.3,0,20.1,0,0,
986,0,0.2,100.2,0,20,0,0,
987,0,0.2,100.3,0,20.1,0,0,
988,0,0.2,100.3,0,20.1,0,0,
989,0,0.2,100.2,0,20,0,0,
990,0,0.2,100.2,0,20,0,0,
991,0,0.2,100.3,0,20.1,0,0,
992,0,0.2,100.3,0,20.1,0,0,
993,0,0.2,100.3,0,20.1,0,0,
994,0,0.2,100.3,0,20.1,0,0,
995,0,0.2,100.3,0,20.1,0,0,
996,0,0.2,100.3,0,20.1,0,0,
997,0,0.2,100.3,0,20.1,0,0,
998,0,0.2,100.2,0,20,0,0,
999,0,0.2,100.2,0,20,0,0,
1000,0,0.2,100.3,0,20.1,0,0,
1001,0,0.2,100.3,0,20.1,0,0,
1002,0,0.2,100.2,0,20,0,0,
1003,0,0.2,100.2,0,20,0,0,
1004,0,0.2,100.2,0,20,0,0,
1005,0,0.2,100.3,0,20.1,0,0,
1006,0,0.2,100.3,0,20.1,0,0,
1007,0,0.2,100.3,0,20.1,0,0,
1008,0,0.2,100.3,0,20.1,0,0,
1009,0,0.2,100.2,0,20,0,0,
1010,0,0.2,100.3,0,20.1,0,0,
1011,0,0.2,100.2,0,20,0,0,
1012,0,0.2,100.3,0,20.1,0,0,
1013,0,0.2,100.3,0,20.1,0,0,
1014,0,0.2,100.3,0,20.1,0,0,
1015,0,0.2,100.2,0,20,0,0,
1016,0,0.2,100.3,0,20.1,0,0,
1017,0,0.2,100.2,0,20,0,0,
1018,0,0.2,100.2,0,20,0,0,
1019,0,0.2,100.2,0,20,0,0,
1020,0,0.2,100.2,0,20,0,0,
1021,0,0.2,100.3,0,20.1,0,0,
1022,0,0.2,100.3,0,20.1,0,0,
1023,0,0.2,100.3,0,20.1,0,0,
1024,0,0.2,100.3,0,20.1,0,0,
1025,0,0.2,100.2,0,20,0,0,
1026,0,0.2,100.3,0,20.1,0,0,
1027,0,0.2,100.2,0,20,0,0,
1028,0,0.2,100.2,0,20,0,0,
1029,0,0.2,100.2,0,20,0,0,
1030,0,0.2,100.3,0,20.1,0,0,
1031,0,0.2,100.2,0,20,0,0,
1032,0,0.2,100.2,0,20,0,0,
1033,0,0.2,100.2,0,20,0,0,
1034,0,0.2,100.3,0,20.1,0,0,
1035,0,0.2,100.3,0,20.1,0,0,
1036,0,0.2,100.3,0,20.1,0,0,
1037,0,0.2,100.3,0,20.1,0,0,
1038,0,0.2,100.2,0,20,0,0,
1039,0,0.2,100.2,0,20,0,0,
1040,0,0.2,100.2,0,20,0,0,
1041,0,0.2,100.2,0,20,0,0,
1042,0,0.2,100.2,0,20,0,0,
1043,0,0.2,100.2,0,20,0,0,
1044,0,0.2,100.3,0,20.1,0,2,
1045,0,0.2,100.3,0,20.1,0,3,
1046,0,0.2,100.3,0,20.1,0,3,
1047,0,0.2,100.2,0,20,0,3,
1048,0,0.2,100.3,0,20.1,0,0,
1049,0,0.21,100.2,0,21,0,0,
1050,0,0.23,100.2,0,23,0,0,
1051,0,0.22,100.2,0,22,0,0,
1052,0,0.23,100.3,0,23.1,0,0,
1053,0,0.23,100.2,0,23,0,0,
1054,0,0.23,100.2,0,23,0,0,
1055,0,0.23,100.2,0,23,0,0,
1056,0,0.23,100.2,0,23,0,0,
1057,0,0.23,100.2,0,23,0,0,
1058,0,0.23,100.2,0,23,0,0,
1059,0,0.23,100.2,0,23,0,0,
1060,0,0.22,100.2,0,22,0,0,
1061,0,0.23,100.2,0,23,0,0,
1062,0,0.23,100.2,0,23,0,0,
1063,0,0.23,100.2,0,23,0,0,
1064,0,0.23,100.2,0,23,0,0,
1065,0,0.23,100.2,0,23,0,0,
1066,0,0.23,100.2,0,23,0,0,
1067,0,0.22,100.2,0,22,0,0,
1068,0,0.23,100.3,0,23.1,0,0,
1069,0,0.22,100.3,0,22.1,0,0,
1070,0,0.22,100.2,0,22,0,0,
1071,0,0.22,100.2,0,22,0,0,
1072,0,0.22,100.2,0,22,0,0,
1073,0,0.22,100.3,0,22.1,0,0,
1074,0,0.23,100.2,0,23,0,0,
1075,0,0.22,100.2,0,22,0,0,
1076,0,0.22,100.2,0,22,0,0,
1077,0,0.22,100.3,0,22.1,0,0,
1078,0,0.22,100.2,0,22,0,0,
1079,0,0.22,100.2,0,22,0,0,
1080,0,0.23,100.2,0,23,0,0,
1081,0,0.23,100.2,0,23,0,0,
1082,0,0.27,100.2,0,27.1,0,0,
1083,0,0.22,100.2,0,22,0,0,
1084,0,0.22,100.2,0,22,0,0,
1085,0,0.23,100.2,0,23,0,0,
1086,0,0.23,100.3,0,23.1,0,0,
1087,0,4.16,99.5,0,413.9,0,0,
1088,0,11.34,98.4,0,1115.9,0,15,
1089,0,11.38,98.3,0,1118.7,0,25,
1090,0,11.29,98.3,0,1109.8,0,33,
1091,0,11.34,98.3,0,1114.7,0,39,
1092,0,12.36,98.1,0,1212.5,0,45,
1093,0,23.81,96.2,0,2290.5,0,51,
1094,0,20.62,96.7,0,1994,0,59,
1095,0,0.22,99.9,0,22,0,57,
1096,0,0.22,100,0,22,0,49,
1097,0,0.22,100,0,22,0,46,
1098,0,13.68,97.9,0,1339.3,0,45,
1099,0,18.24,97.1,0,1771.1,0,50,
1100,0,14.27,97.7,0,1394.2,0,56,
1101,0,14.26,97.7,0,1393.2,0,61,
1102,0,14.27,97.7,0,1394.2,0,63,
1103,0,14.27,97.6,0,1392.8,0,63,
1104,0,0.23,99.8,0,23,0,60,
1105,0,0.23,99.8,0,23,0,48,
1106,0,15.68,97.4,0,1527.2,0,47,
1107,0,19.31,96.8,0,1869.2,0,50,
1108,0,0.23,99.8,0,23,0,48,
1109,0,0.22,99.8,0,22,0,34,
1110,0,20.32,96.7,0,1964.9,0,37,
1111,0,20.29,96.6,0,1960,0,49,
1112,0,17.2,97.1,0,1670.1,0,59,
1113,0,14.78,97.4,0,1439.6,0,64,
1114,0,15.19,97.4,0,1479.5,0,66,
1115,0,14.68,97.4,0,1429.8,0,67,
1116,0,0.23,99.6,0,22.9,0,60,
1117,0,4.69,99,0,464.3,0,55,
1118,0,0.98,99.6,0,97.6,0,57,
1119,0,0.23,99.8,0,23,0,50,
1120,0,1.31,99.6,0,130.5,0,47,
1121,0,30.29,95.1,0,2880.6,0,55,
1122,0,30.38,95,0,2886.1,0,65,
1123,0,30.35,94.9,0,2880.2,0,72,
1124,0,30.36,94.8,0,2878.1,0,79,
1125,0,30.36,94.7,0,2875.1,0,84,
1126,0,30.36,94.6,0,2872.1,0,88,
1127,0,30.39,94.6,0,2874.9,0,92,
1128,0,30.52,94.5,0,2884.1,0,95,
1129,0,0.23,99.2,0,22.8,0,91,
1130,0,0.23,99.3,0,22.8,0,57,
1131,0,13.46,97.3,0,1309.7,0,50,
1132,0,26.42,95.4,0,2520.5,0,53,
1133,0,29.32,94.8,0,2779.5,0,62,
1134,0,29.32,94.7,0,2776.6,0,71,
1135,0,29.38,94.6,0,2779.3,0,77,
1136,0,29.4,94.6,0,2781.2,0,78,
1137,0,0.23,99.1,0,22.8,0,57,
1138,0,28,95,0,2660,0,54,
1139,0,30.39,94.5,0,2871.9,0,59,
1140,0,0.23,99,0,22.8,0,57,
1141,0,6.7,98.1,0,657.3,0,37,
1142,0,30.41,94.5,0,2873.7,0,44,
1143,0,30.36,94.5,0,2869,0,58,
1144,0,15.08,96.8,0,1459.7,0,65,
1145,0,30.33,94.4,0,2863.2,0,72,
1146,0,30.36,94.3,0,2862.9,0,75,
1147,0,0.23,98.9,0,22.7,0,71,
1148,0,17.95,96.3,0,1728.6,0,58,
1149,0,7.92,97.8,0,774.6,0,61,
1150,0,0.23,99,0,22.8,0,56,
1151,0,0.22,99.2,0,21.8,0,51,
1152,0,30.41,94.5,0,2873.7,0,56,
1153,0,30.38,94.5,0,2870.9,0,66,
1154,0,30.41,94.3,0,2867.7,0,73,
1155,0,30.42,94.2,0,2865.6,0,79,
1156,0,30.45,94.2,0,2868.4,0,84,
1157,0,21.56,95.5,0,2059,0,88,
1158,0,0.23,98.9,0,22.7,0,73,
1159,0,0.26,98.9,0,25.7,0,59,
1160,0,0.23,99,0,22.8,0,47,
1161,0,0.22,99,0,21.8,0,46,
1162,0,0.22,99.1,0,21.8,0,35,
1163,0,0.23,99.2,0,22.8,0,20,
1164,0,0.22,99.2,0,21.8,0,15,
1165,0,0.22,99.2,0,21.8,0,15,
1166,0,0.22,99.2,0,21.8,0,8,
1167,0,0.22,99.3,0,21.8,0,0,
1168,0,0.22,99.3,0,21.8,0,0,
1169,0,0.23,99.3,0,22.8,0,0,
1170,0,0.22,99.3,0,21.8,0,0,
1171,0,0.22,99.3,0,21.8,0,0,
1172,0,0.23,99.3,0,22.8,0,0,
1173,0,0.23,99.3,0,22.8,0,0,
1174,0,6.58,98.3,0,646.8,0,9,
1175,0,6.11,98.4,0,601.2,0,18,
1176,0,4.14,98.6,0,408.2,0,23,
1177,0,9.26,97.8,0,905.6,0,28,
1178,0,23.18,95.7,0,2218.3,0,36,
1179,0,28.26,94.8,0,2679,0,46,
1180,0,0.23,98.9,0,22.7,0,51,
1181,0,0.23,99,0,22.8,0,40,
1182,0,0.27,99,0,26.7,0,34,
1183,0,0.23,99.2,0,22.8,0,18,
1184,0,0.23,99.2,0,22.8,0,0,
1185,0,0.23,99.2,0,22.8,0,0,
