time_utc,speed_cmd_kmh,upper_speed_cmd_kmh,speed_meas_kmh,throttle_cmd_pct,drive_mode,soc,Tb_C,batt_current_a,batt_voltage_v,motor_w,motor_a,solar_w,wheel_w,pack_w,G_poa,Tcell_C,Tamb_C,headwind_ms,slope_pct,s_km,system_state,system_diag,mpc_state,system_health
2026-01-27T00:34:51.835921Z,71.1,71.28,71.54,22.19,power,0.8131,35.04,10.88,95.22,1297.5,13.63,909.2,1059.9,388.4,907.3,45.07,33.04,0.05,0.01,0.047,RUN,OK,RUN,0.98
2026-01-27T00:34:52.035921Z,71.2,71.4,71.67,22.39,power,0.8006,35.05,10.96,95.24,1306.4,13.72,910.0,1065.3,396.4,908.0,45.08,33.04,0.05,0.01,0.051,RUN,OK,RUN,0.98
2026-01-27T00:34:52.235921Z,71.3,71.51,71.81,22.59,power,0.788,35.05,11.04,95.26,1315.2,13.81,910.8,1070.7,404.3,908.7,45.09,33.05,0.06,0.02,0.055,RUN,OK,RUN,0.98
2026-01-27T00:34:52.435921Z,71.4,71.63,71.95,22.78,power,0.7752,35.06,11.12,95.28,1323.9,13.9,911.7,1076.2,412.3,909.3,45.09,33.05,0.06,0.02,0.059,RUN,OK,RUN,0.98
2026-01-27T00:34:52.635921Z,71.5,71.75,72.09,22.98,power,0.7622,35.06,11.2,95.3,1332.7,13.98,912.5,1081.6,420.2,910.0,45.1,33.05,0.06,0.02,0.063,RUN,OK,RUN,0.98
2026-01-27T00:34:52.835921Z,71.6,71.86,72.23,23.18,power,0.7491,35.06,11.27,95.32,1341.5,14.07,913.3,1087.0,428.1,910.7,45.11,33.06,0.07,0.02,0.067,RUN,OK,RUN,0.98
2026-01-27T00:34:53.035921Z,71.7,71.98,72.36,23.37,power,0.7358,35.07,11.35,95.34,1350.2,14.16,914.2,1092.4,436.0,911.3,45.11,33.06,0.07,0.02,0.071,RUN,OK,RUN,0.98
2026-01-27T00:34:53.235921Z,71.8,72.1,72.5,23.57,power,0.7223,35.07,11.43,95.36,1358.9,14.25,915.0,1097.7,443.9,912.0,45.12,33.07,0.08,0.02,0.075,RUN,OK,RUN,0.98
2026-01-27T00:34:53.435921Z,71.89,72.21,72.64,23.76,power,0.7087,35.08,11.51,95.38,1367.6,14.34,915.8,1103.1,451.8,912.7,45.13,33.07,0.08,0.02,0.079,RUN,OK,RUN,0.98
2026-01-27T00:34:53.635921Z,71.99,72.33,72.77,23.95,power,0.695,35.08,11.59,95.4,1376.3,14.43,916.7,1108.5,459.7,913.3,45.13,33.07,0.09,0.02,0.083,RUN,OK,RUN,0.98
2026-01-27T00:34:53.835921Z,72.09,72.44,72.91,24.15,power,0.681,35.08,11.67,95.42,1385.0,14.51,917.5,1113.9,467.5,914.0,45.14,33.08,0.09,0.03,0.087,RUN,OK,RUN,0.98
2026-01-27T00:34:54.035921Z,72.19,72.56,73.04,24.34,power,0.6669,35.09,11.75,95.44,1393.6,14.6,918.3,1119.2,475.3,914.7,45.15,33.08,0.09,0.03,0.091,RUN,OK,RUN,0.98
2026-01-27T00:34:54.235921Z,72.29,72.67,73.18,24.53,power,0.6527,35.09,11.82,95.46,1402.2,14.69,919.2,1124.5,483.1,915.3,45.15,33.08,0.1,0.03,0.095,RUN,OK,RUN,0.98
2026-01-27T00:34:54.435921Z,72.39,72.79,73.31,24.72,power,0.6382,35.1,11.9,95.48,1410.8,14.78,920.0,1129.9,490.8,916.0,45.16,33.09,0.1,0.03,0.1,RUN,OK,RUN,0.98
2026-01-27T00:34:54.635921Z,72.49,72.9,73.45,24.91,power,0.6237,35.1,11.98,95.5,1419.4,14.86,920.8,1135.2,498.5,916.7,45.17,33.09,0.11,0.03,0.104,RUN,OK,RUN,0.98
2026-01-27T00:34:54.835921Z,72.59,73.02,73.58,25.1,power,0.6089,35.1,12.06,95.52,1427.9,14.95,921.7,1140.5,506.2,917.3,45.17,33.09,0.11,0.03,0.108,RUN,OK,RUN,0.98
2026-01-27T00:34:55.035921Z,72.69,73.13,73.71,25.28,power,0.594,35.11,12.13,95.54,1436.4,15.03,922.5,1145.8,513.9,918.0,45.18,33.1,0.12,0.03,0.112,RUN,OK,RUN,0.98
2026-01-27T00:34:55.235921Z,72.78,73.25,73.85,25.47,power,0.579,35.11,12.21,95.56,1444.9,15.12,923.3,1151.1,521.6,918.7,45.19,33.1,0.12,0.03,0.116,RUN,OK,RUN,0.98
2026-01-27T00:34:55.435921Z,72.88,73.36,73.98,25.66,power,0.5638,35.12,12.29,95.58,1453.3,15.21,924.2,1156.4,529.2,919.3,45.19,33.11,0.12,0.04,0.12,RUN,OK,RUN,0.98
2026-01-27T00:34:55.635921Z,72.98,73.48,74.11,25.84,power,0.5484,35.12,12.36,95.6,1461.8,15.29,925.0,1161.6,536.8,920.0,45.2,33.11,0.13,0.04,0.124,RUN,OK,RUN,0.98
2026-01-27T00:34:55.835921Z,73.08,73.59,74.24,26.02,power,0.5329,35.12,12.44,95.62,1470.1,15.38,925.8,1166.9,544.3,920.7,45.21,33.11,0.13,0.04,0.128,RUN,OK,RUN,0.98
2026-01-27T00:34:56.035921Z,73.18,73.71,74.37,26.21,power,0.5172,35.13,12.52,95.64,1478.5,15.46,926.7,1172.1,551.8,921.3,45.21,33.12,0.14,0.04,0.132,RUN,OK,RUN,0.98
2026-01-27T00:34:56.235921Z,73.27,73.82,74.5,26.39,power,0.5014,35.13,12.59,95.66,1486.8,15.54,927.5,1177.3,559.3,922.0,45.22,33.12,0.14,0.04,0.137,RUN,OK,RUN,0.98
2026-01-27T00:34:56.435921Z,73.37,73.94,74.63,26.57,power,0.4854,35.14,12.67,95.68,1495.1,15.63,928.3,1182.5,566.8,922.7,45.23,33.12,0.15,0.04,0.141,RUN,OK,RUN,0.98
2026-01-27T00:34:56.635921Z,73.47,74.05,74.76,26.75,power,0.4693,35.14,12.74,95.7,1503.3,15.71,929.2,1187.7,574.2,923.3,45.23,33.13,0.15,0.04,0.145,RUN,OK,RUN,0.98
2026-01-27T00:34:56.835921Z,73.57,74.16,74.88,26.93,power,0.453,35.14,12.82,95.72,1511.5,15.79,930.0,1192.9,581.6,924.0,45.24,33.13,0.15,0.04,0.149,RUN,OK,RUN,0.98
2026-01-27T00:34:57.035921Z,73.66,74.28,75.01,27.1,power,0.4366,35.15,12.89,95.74,1519.7,15.87,930.8,1198.0,588.9,924.7,45.25,33.13,0.16,0.05,0.153,RUN,OK,RUN,0.98
2026-01-27T00:34:57.235921Z,73.76,74.39,75.14,27.28,power,0.42,35.15,12.97,95.76,1527.8,15.96,931.6,1203.2,596.2,925.3,45.25,33.14,0.16,0.05,0.157,RUN,OK,RUN,0.98
2026-01-27T00:34:57.435921Z,73.86,74.5,75.26,27.45,power,0.4033,35.16,13.04,95.78,1535.9,16.04,932.5,1208.3,603.4,926.0,45.26,33.14,0.17,0.05,0.162,RUN,OK,RUN,0.98
2026-01-27T00:34:57.635921Z,73.95,74.62,75.39,27.63,power,0.3864,35.16,13.12,95.8,1544.0,16.12,933.3,1213.4,610.7,926.6,45.27,33.15,0.17,0.05,0.166,RUN,OK,RUN,0.98
2026-01-27T00:34:57.835921Z,74.05,74.73,75.51,27.8,power,0.3694,35.16,13.19,95.82,1552.0,16.2,934.1,1218.5,617.8,927.3,45.27,33.15,0.18,0.05,0.17,RUN,OK,RUN,0.98
2026-01-27T00:34:58.035921Z,74.15,74.84,75.63,27.97,power,0.3522,35.17,13.26,95.84,1559.9,16.28,935.0,1223.6,625.0,928.0,45.28,33.15,0.18,0.05,0.174,RUN,OK,RUN,0.98
2026-01-27T00:34:58.235921Z,74.24,74.96,75.76,28.14,power,0.3349,35.17,13.33,95.86,1567.8,16.36,935.8,1228.6,632.0,928.6,45.29,33.16,0.18,0.05,0.178,RUN,OK,RUN,0.98
2026-01-27T00:34:58.435921Z,74.34,75.07,75.88,28.3,power,0.3174,35.18,13.41,95.88,1575.7,16.44,936.6,1233.7,639.1,929.3,45.29,33.16,0.19,0.05,0.183,RUN,OK,RUN,0.98
2026-01-27T00:34:58.635921Z,74.43,75.18,76.0,28.47,power,0.2998,35.18,13.48,95.9,1583.5,16.51,937.5,1238.7,646.1,930.0,45.3,33.16,0.19,0.06,0.187,RUN,OK,RUN,0.98
2026-01-27T00:34:58.835921Z,74.53,75.29,76.12,28.63,power,0.2821,35.18,13.55,95.91,1591.3,16.59,938.3,1243.7,653.0,930.6,45.31,33.17,0.2,0.06,0.191,RUN,OK,RUN,0.98
2026-01-27T00:34:59.035921Z,74.62,75.4,76.24,28.8,power,0.2642,35.19,13.62,95.93,1599.0,16.67,939.1,1248.6,659.9,931.3,45.31,33.17,0.2,0.06,0.195,RUN,OK,RUN,0.98
2026-01-27T00:34:59.235921Z,74.72,75.52,76.36,28.96,power,0.2461,35.19,13.69,95.95,1606.7,16.74,940.0,1253.6,666.8,932.0,45.32,33.17,0.21,0.06,0.199,RUN,OK,RUN,0.98
2026-01-27T00:34:59.435921Z,74.81,75.63,76.47,29.12,power,0.228,35.2,13.77,95.97,1614.4,16.82,940.8,1258.5,673.6,932.6,45.33,33.18,0.21,0.06,0.204,RUN,OK,RUN,0.98
2026-01-27T00:34:59.635921Z,74.91,75.74,76.59,29.28,power,0.2096,35.2,13.84,95.99,1621.9,16.9,941.6,1263.4,680.3,933.3,45.33,33.18,0.21,0.06,0.208,RUN,OK,RUN,0.98
2026-01-27T00:34:59.835921Z,75.0,75.85,76.71,29.43,power,0.1912,35.2,13.91,96.01,1629.5,16.97,942.4,1268.3,687.0,934.0,45.34,33.19,0.22,0.06,0.212,RUN,OK,RUN,0.98
2026-01-27T00:35:00.035921Z,75.1,75.96,76.82,29.59,power,0.1726,35.21,13.98,96.03,1636.9,17.05,943.3,1273.2,693.7,934.6,45.35,33.19,0.22,0.06,0.216,RUN,OK,RUN,0.98
2026-01-27T00:35:00.235921Z,75.19,76.07,76.94,29.74,power,0.1539,35.21,14.04,96.05,1644.3,17.12,944.1,1278.0,700.2,935.3,45.35,33.19,0.23,0.07,0.221,RUN,OK,RUN,0.98
2026-01-27T00:35:00.435921Z,75.28,76.18,77.05,29.89,power,0.135,35.22,14.11,96.07,1651.7,17.19,944.9,1282.9,706.8,936.0,45.36,33.2,0.23,0.07,0.225,RUN,OK,RUN,0.98
2026-01-27T00:35:00.635921Z,75.38,76.29,77.16,30.04,power,0.116,35.22,14.18,96.09,1659.0,17.27,945.8,1287.7,713.3,936.6,45.37,33.2,0.23,0.07,0.229,RUN,OK,RUN,0.98
2026-01-27T00:35:00.835921Z,75.47,76.4,77.27,30.19,power,0.0969,35.22,14.25,96.11,1666.3,17.34,946.6,1292.4,719.7,937.3,45.37,33.2,0.24,0.07,0.234,RUN,OK,RUN,0.98
2026-01-27T00:35:01.035921Z,75.56,76.51,77.38,30.33,power,0.0776,35.23,14.32,96.13,1673.5,17.41,947.4,1297.2,726.0,937.9,45.38,33.21,0.24,0.07,0.238,RUN,OK,RUN,0.98
2026-01-27T00:35:01.235921Z,75.66,76.62,77.49,30.48,power,0.0583,35.23,14.38,96.15,1680.6,17.48,948.3,1301.9,732.3,938.6,45.39,33.21,0.25,0.07,0.242,RUN,OK,RUN,0.98
2026-01-27T00:35:01.435921Z,75.75,76.73,77.6,30.62,power,0.05,35.24,14.45,96.17,1687.7,17.55,949.1,1306.6,738.6,939.3,45.39,33.21,0.25,0.07,0.247,RUN,OK,RUN,0.98
2026-01-27T00:35:01.635921Z,75.84,76.83,77.71,30.76,power,0.05,35.24,14.52,96.19,1694.7,17.62,949.9,1311.3,744.8,939.9,45.4,33.22,0.26,0.07,0.251,RUN,OK,RUN,0.98
2026-01-27T00:35:01.835921Z,75.93,76.94,77.81,30.9,power,0.05,35.24,14.58,96.21,1701.7,17.69,950.7,1315.9,750.9,940.6,45.41,33.22,0.26,0.08,0.255,RUN,OK,RUN,0.98
2026-01-27T00:35:02.035921Z,76.02,77.05,77.92,31.04,power,0.05,35.25,14.65,96.23,1708.5,17.76,951.6,1320.6,757.0,941.3,45.41,33.22,0.26,0.08,0.259,RUN,OK,RUN,0.98
2026-01-27T00:35:02.235921Z,76.12,77.16,78.02,31.17,power,0.05,35.25,14.71,96.25,1715.4,17.82,952.4,1325.2,763.0,941.9,45.42,33.23,0.27,0.08,0.264,RUN,OK,RUN,0.98
2026-01-27T00:35:02.435921Z,76.21,77.27,78.12,31.3,power,0.05,35.26,14.78,96.27,1722.1,17.89,953.2,1329.7,768.9,942.6,45.43,33.23,0.27,0.08,0.268,RUN,OK,RUN,0.98
2026-01-27T00:35:02.635921Z,76.3,77.37,78.23,31.43,power,0.05,35.26,14.84,96.29,1728.8,17.96,954.1,1334.3,774.8,943.2,45.43,33.24,0.28,0.08,0.273,RUN,OK,RUN,0.98
2026-01-27T00:35:02.835921Z,76.39,77.48,78.33,31.56,power,0.05,35.26,14.9,96.3,1735.5,18.02,954.9,1338.8,780.6,943.9,45.44,33.24,0.28,0.08,0.277,RUN,OK,RUN,0.98
2026-01-27T00:35:03.035921Z,76.48,77.59,78.43,31.69,power,0.05,35.27,14.97,96.32,1742.1,18.09,955.7,1343.3,786.3,944.6,45.45,33.24,0.29,0.08,0.281,RUN,OK,RUN,0.98
2026-01-27T00:35:03.235921Z,76.57,77.69,78.53,31.81,power,0.05,35.27,15.03,96.34,1748.6,18.15,956.5,1347.7,792.0,945.2,45.45,33.25,0.29,0.08,0.286,RUN,OK,RUN,0.98
2026-01-27T00:35:03.435921Z,76.66,77.8,78.62,31.93,power,0.05,35.28,15.09,96.36,1755.0,18.21,957.4,1352.2,797.6,945.9,45.46,33.25,0.29,0.09,0.29,RUN,OK,RUN,0.98
2026-01-27T00:35:03.635921Z,76.75,77.9,78.72,32.05,power,0.05,35.28,15.15,96.38,1761.4,18.27,958.2,1356.6,803.2,946.6,45.46,33.25,0.3,0.09,0.294,RUN,OK,RUN,0.98
2026-01-27T00:35:03.835921Z,76.84,78.01,78.82,32.17,power,0.05,35.28,15.21,96.4,1767.7,18.34,959.0,1360.9,808.6,947.2,45.47,33.26,0.3,0.09,0.299,RUN,OK,RUN,0.98
2026-01-27T00:35:04.035921Z,76.93,78.12,78.91,32.29,power,0.05,35.29,15.28,96.42,1773.9,18.4,959.9,1365.3,814.0,947.9,45.48,33.26,0.31,0.09,0.303,RUN,OK,RUN,0.98
2026-01-27T00:35:04.235921Z,77.02,78.22,79.0,32.4,power,0.05,35.29,15.33,96.44,1780.0,18.46,960.7,1369.6,819.4,948.5,45.48,33.26,0.31,0.09,0.307,RUN,OK,RUN,0.98
2026-01-27T00:35:04.435921Z,77.1,78.32,79.1,32.51,power,0.05,35.29,15.39,96.46,1786.1,18.52,961.5,1373.9,824.6,949.2,45.49,33.27,0.31,0.09,0.312,RUN,OK,RUN,0.98
2026-01-27T00:35:04.635921Z,77.19,78.43,79.19,32.62,power,0.05,35.3,15.45,96.48,1792.1,18.58,962.3,1378.1,829.8,949.9,45.5,33.27,0.32,0.09,0.316,RUN,OK,RUN,0.98
2026-01-27T00:35:04.835921Z,77.28,78.53,79.28,32.73,power,0.05,35.3,15.51,96.5,1798.1,18.63,963.2,1382.3,834.9,950.5,45.5,33.28,0.32,0.09,0.321,RUN,OK,RUN,0.98
2026-01-27T00:35:05.035921Z,77.37,78.64,79.37,32.83,power,0.05,35.31,15.57,96.52,1803.9,18.69,964.0,1386.5,840.0,951.2,45.51,33.28,0.33,0.1,0.325,RUN,OK,RUN,0.98
2026-01-27T00:35:05.235921Z,77.45,78.74,79.45,32.94,power,0.05,35.31,15.63,96.53,1809.7,18.75,964.8,1390.7,844.9,951.9,45.52,33.28,0.33,0.1,0.33,RUN,OK,RUN,0.98
2026-01-27T00:35:05.435921Z,77.54,78.84,79.54,33.04,power,0.05,35.31,15.68,96.55,1815.5,18.8,965.6,1394.8,849.8,952.5,45.52,33.29,0.34,0.1,0.334,RUN,OK,RUN,0.98
2026-01-27T00:35:05.635921Z,77.63,78.94,79.63,33.13,power,0.05,35.32,15.74,96.57,1821.1,18.86,966.5,1398.9,854.6,953.2,45.53,33.29,0.34,0.1,0.338,RUN,OK,RUN,0.98
2026-01-27T00:35:05.835921Z,77.71,79.05,79.71,33.23,power,0.05,35.32,15.79,96.59,1826.7,18.91,967.3,1403.0,859.4,953.8,45.54,33.29,0.34,0.1,0.343,RUN,OK,RUN,0.98
2026-01-27T00:35:06.035921Z,77.8,79.15,79.79,33.32,power,0.05,35.33,15.85,96.61,1832.1,18.96,968.1,1407.0,864.0,954.5,45.54,33.3,0.35,0.1,0.347,RUN,OK,RUN,0.98
2026-01-27T00:35:06.235921Z,77.88,79.25,79.87,33.41,power,0.05,35.33,15.9,96.63,1837.6,19.02,968.9,1411.0,868.6,955.2,45.55,33.3,0.35,0.1,0.352,RUN,OK,RUN,0.98
2026-01-27T00:35:06.435921Z,77.97,79.35,79.96,33.5,power,0.05,35.33,15.96,96.65,1842.9,19.07,969.8,1414.9,873.1,955.8,45.56,33.3,0.36,0.1,0.356,RUN,OK,RUN,0.98
2026-01-27T00:35:06.635921Z,78.05,79.45,80.04,33.59,power,0.05,35.34,16.01,96.67,1848.1,19.12,970.6,1418.9,877.5,956.5,45.56,33.31,0.36,0.11,0.361,RUN,OK,RUN,0.98
2026-01-27T00:35:06.835921Z,78.14,79.55,80.11,33.67,power,0.05,35.34,16.06,96.69,1853.3,19.17,971.4,1422.7,881.9,957.1,45.57,33.31,0.36,0.11,0.365,RUN,OK,RUN,0.98
2026-01-27T00:35:07.035921Z,78.22,79.65,80.19,33.75,power,0.05,35.35,16.11,96.71,1858.4,19.22,972.2,1426.6,886.2,957.8,45.58,33.32,0.37,0.11,0.369,RUN,OK,RUN,0.98
2026-01-27T00:35:07.235921Z,78.3,79.75,80.27,33.83,power,0.05,35.35,16.17,96.72,1863.4,19.27,973.1,1430.4,890.3,958.5,45.58,33.32,0.37,0.11,0.374,RUN,OK,RUN,0.98
2026-01-27T00:35:07.435921Z,78.39,79.85,80.34,33.91,power,0.05,35.35,16.22,96.74,1868.3,19.31,973.9,1434.2,894.4,959.1,45.59,33.32,0.38,0.11,0.378,RUN,OK,RUN,0.98
2026-01-27T00:35:07.635921Z,78.47,79.95,80.42,33.98,power,0.05,35.36,16.27,96.76,1873.2,19.36,974.7,1437.9,898.5,959.8,45.6,33.33,0.38,0.11,0.383,RUN,OK,RUN,0.98
2026-01-27T00:35:07.835921Z,78.55,80.05,80.49,34.05,power,0.05,35.36,16.32,96.78,1877.9,19.4,975.5,1441.7,902.4,960.4,45.6,33.33,0.39,0.11,0.387,RUN,OK,RUN,0.98
2026-01-27T00:35:08.035921Z,78.63,80.14,80.56,34.12,power,0.05,35.37,16.36,96.8,1882.6,19.45,976.4,1445.3,906.2,961.1,45.61,33.33,0.39,0.11,0.392,RUN,OK,RUN,0.98
2026-01-27T00:35:08.235921Z,78.72,80.24,80.63,34.19,power,0.05,35.37,16.41,96.82,1887.2,19.49,977.2,1449.0,910.0,961.8,45.62,33.34,0.39,0.12,0.396,RUN,OK,RUN,0.98
2026-01-27T00:35:08.435921Z,78.8,80.34,80.7,34.25,power,0.05,35.37,16.46,96.84,1891.7,19.54,978.0,1452.6,913.7,962.4,45.62,33.34,0.4,0.12,0.401,RUN,OK,RUN,0.98
2026-01-27T00:35:08.635921Z,78.88,80.43,80.77,34.31,power,0.05,35.38,16.51,96.85,1896.1,19.58,978.8,1456.1,917.3,963.1,45.63,33.34,0.4,0.12,0.405,RUN,OK,RUN,0.98
2026-01-27T00:35:08.835921Z,78.96,80.53,80.84,34.37,power,0.05,35.38,16.55,96.87,1900.5,19.62,979.7,1459.7,920.8,963.7,45.64,33.35,0.41,0.12,0.41,RUN,OK,RUN,0.98
2026-01-27T00:35:09.035921Z,79.04,80.63,80.9,34.43,power,0.05,35.39,16.6,96.89,1904.7,19.66,980.5,1463.1,924.2,964.4,45.64,33.35,0.41,0.12,0.414,RUN,OK,RUN,0.98
2026-01-27T00:35:09.235921Z,79.12,80.72,80.97,34.48,power,0.05,35.39,16.64,96.91,1908.9,19.7,981.3,1466.6,927.6,965.0,45.65,33.35,0.41,0.12,0.419,RUN,OK,RUN,0.98
2026-01-27T00:35:09.435921Z,79.2,80.82,81.03,34.53,power,0.05,35.39,16.69,96.93,1913.0,19.74,982.1,1470.0,930.8,965.7,45.65,33.36,0.42,0.12,0.423,RUN,OK,RUN,0.98
2026-01-27T00:35:09.635921Z,79.28,80.91,81.09,34.58,power,0.05,35.4,16.73,96.95,1917.0,19.77,982.9,1473.4,934.0,966.4,45.66,33.36,0.42,0.12,0.428,RUN,OK,RUN,0.98
2026-01-27T00:35:09.835921Z,79.35,81.01,81.16,34.62,power,0.05,35.4,16.77,96.97,1920.9,19.81,983.8,1476.7,937.1,967.0,45.67,33.37,0.43,0.12,0.432,RUN,OK,RUN,0.98
2026-01-27T00:35:10.035921Z,79.43,81.1,81.22,34.67,power,0.05,35.41,16.82,96.98,1924.7,19.85,984.6,1480.0,940.1,967.7,45.67,33.37,0.43,0.13,0.437,RUN,OK,RUN,0.98
2026-01-27T00:35:10.235921Z,79.51,81.19,81.27,34.71,power,0.05,35.41,16.86,97.0,1928.4,19.88,985.4,1483.2,943.0,968.3,45.68,33.37,0.44,0.13,0.441,RUN,OK,RUN,0.98
2026-01-27T00:35:10.435921Z,79.59,81.29,81.33,34.75,power,0.05,35.41,16.9,97.02,1932.0,19.91,986.2,1486.5,945.8,969.0,45.69,33.38,0.44,0.13,0.446,RUN,OK,RUN,0.98
2026-01-27T00:35:10.635921Z,79.66,81.38,81.39,34.78,power,0.05,35.42,16.94,97.04,1935.6,19.95,987.1,1489.6,948.5,969.6,45.69,33.38,0.44,0.13,0.45,RUN,OK,RUN,0.98
2026-01-27T00:35:10.835921Z,79.74,81.47,81.45,34.81,power,0.05,35.42,16.98,97.06,1939.0,19.98,987.9,1492.8,951.1,970.3,45.7,33.38,0.45,0.13,0.455,RUN,OK,RUN,0.98
2026-01-27T00:35:11.035921Z,79.82,81.56,81.5,34.84,power,0.05,35.42,17.02,97.08,1942.4,20.01,988.7,1495.9,953.7,971.0,45.71,33.39,0.45,0.13,0.459,RUN,OK,RUN,0.98
2026-01-27T00:35:11.235921Z,79.89,81.65,81.55,34.87,power,0.05,35.43,17.06,97.09,1945.6,20.04,989.5,1498.9,956.1,971.6,45.71,33.39,0.46,0.13,0.464,RUN,OK,RUN,0.98
2026-01-27T00:35:11.435921Z,79.97,81.74,81.61,34.9,power,0.05,35.43,17.09,97.11,1948.8,20.07,990.3,1501.9,958.5,972.3,45.72,33.39,0.46,0.13,0.468,RUN,OK,RUN,0.98
2026-01-27T00:35:11.635921Z,80.04,81.83,81.66,34.92,power,0.05,35.44,17.13,97.13,1951.9,20.1,991.2,1504.9,960.7,972.9,45.73,33.4,0.46,0.14,0.473,RUN,OK,RUN,0.98
2026-01-27T00:35:11.835921Z,80.11,81.92,81.71,34.94,power,0.05,35.44,17.17,97.15,1954.9,20.12,992.0,1507.8,962.9,973.6,45.73,33.4,0.47,0.14,0.477,RUN,OK,RUN,0.98
2026-01-27T00:35:12.035921Z,80.19,82.01,81.76,34.96,power,0.05,35.44,17.2,97.17,1957.8,20.15,992.8,1510.7,965.0,974.2,45.74,33.4,0.47,0.14,0.482,RUN,OK,RUN,0.98
2026-01-27T00:35:12.235921Z,80.26,82.1,81.8,34.97,power,0.05,35.45,17.24,97.18,1960.6,20.17,993.6,1513.5,967.0,974.9,45.75,33.41,0.48,0.14,0.487,RUN,OK,RUN,0.98
2026-01-27T00:35:12.435921Z,80.33,82.19,81.85,34.98,power,0.05,35.45,17.27,97.2,1963.3,20.2,994.4,1516.3,968.9,975.5,45.75,33.41,0.48,0.14,0.491,RUN,OK,RUN,0.98
2026-01-27T00:35:12.635921Z,80.41,82.28,81.9,34.99,power,0.05,35.46,17.3,97.22,1965.9,20.22,995.2,1519.1,970.7,976.2,45.76,33.42,0.48,0.14,0.496,RUN,OK,RUN,0.98
2026-01-27T00:35:12.835921Z,80.48,82.36,81.94,35.0,power,0.05,35.46,17.33,97.24,1968.4,20.24,996.1,1521.8,972.4,976.9,45.76,33.42,0.49,0.14,0.5,RUN,OK,RUN,0.98
2026-01-27T00:35:13.035921Z,80.55,82.45,81.99,35.0,power,0.05,35.46,17.37,97.26,1970.8,20.26,996.9,1524.5,974.0,977.5,45.77,33.42,0.49,0.14,0.505,RUN,OK,RUN,0.98
2026-01-27T00:35:13.235921Z,80.62,82.54,82.03,35.0,power,0.05,35.47,17.4,97.27,1973.2,20.28,997.7,1527.1,975.5,978.2,45.78,33.43,0.5,0.15,0.509,RUN,OK,RUN,0.98
2026-01-27T00:35:13.435921Z,80.69,82.62,82.07,35.0,power,0.05,35.47,17.43,97.29,1975.4,20.3,998.5,1529.7,976.9,978.8,45.78,33.43,0.5,0.15,0.514,RUN,OK,RUN,0.98
